cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
17483836,402,"ENG - Lawn, Landscape, Golf Fairway",3,23660,Dust PM10 and PM2.5 Generation,1,0.051,Dusty,0.051,Dusty,0.051,Dusty,0.051,Dusty,0,0,0,1553586930
17483836,398,ENG - Local Roads and Streets,0,398,ENG - Local Roads and Streets,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586931
17483836,398,ENG - Local Roads and Streets,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586932
17483836,398,ENG - Local Roads and Streets,2,401,"Wet, Ground Water Near the Surface (30 - 75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586933
17483836,398,ENG - Local Roads and Streets,3,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,1553586934
17483836,398,ENG - Local Roads and Streets,4,399,Potential Frost Action > Low,1,1,Frost action,1,Frost action,1,Frost action,1,Frost action,0,0,0,1553586935
17483836,398,ENG - Local Roads and Streets,5,25890,Strength (AASHTO Group Index Weighted Average (25-100cm)),1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,1553586936
17483836,979,ENG - Sanitary Landfill (Area),0,979,ENG - Sanitary Landfill (Area),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586937
17483836,979,ENG - Sanitary Landfill (Area),1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586938
17483836,979,ENG - Sanitary Landfill (Area),2,14500,Wetness Perched 45-90 and Apparent,1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586939
17483836,979,ENG - Sanitary Landfill (Area),3,23660,Dust PM10 and PM2.5 Generation,1,0.051,Dusty,0.051,Dusty,0.051,Dusty,0.051,Dusty,0,0,0,1553586940
17483836,419,ENG - Sanitary Landfill (Trench),0,419,ENG - Sanitary Landfill (Trench),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586941
17483836,419,ENG - Sanitary Landfill (Trench),1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586942
17483836,419,ENG - Sanitary Landfill (Trench),2,14501,Wetness Perched 60-120 and Apparent,1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586943
17483836,419,ENG - Sanitary Landfill (Trench),3,37191,"Clay Content 25 to 180cm, Weighted Average",1,0.162,Too clayey,0.772,Too clayey,0.772,Too clayey,0.994,Too clayey,0,0,0,1553586944
17483836,419,ENG - Sanitary Landfill (Trench),4,23660,Dust PM10 and PM2.5 Generation,1,0.051,Dusty,0.051,Dusty,0.051,Dusty,0.051,Dusty,0,0,0,1553586945
17483836,208,ENG - Septic Tank Absorption Fields,0,208,ENG - Septic Tank Absorption Fields,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586946
17483836,208,ENG - Septic Tank Absorption Fields,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586947
17483836,208,ENG - Septic Tank Absorption Fields,2,231,"Wet, Ground Water Near the Surface (120 - 180cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586948
17483836,208,ENG - Septic Tank Absorption Fields,3,233,"Percolation 60 - 180cm (24-72"")",1,0.999,Slow water movement,1,Slow water movement,1,Slow water movement,1,Slow water movement,0,0,0,1553586949
17483836,430,ENG - Sewage Lagoons,0,430,ENG - Sewage Lagoons,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586950
17483836,430,ENG - Sewage Lagoons,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586951
17483836,430,ENG - Sewage Lagoons,2,428,"Wet, Ground Water Near the Surface (105 - 150cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586952
17483836,302,ENG - Shallow Excavations,0,302,ENG - Shallow Excavations,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586953
17483836,302,ENG - Shallow Excavations,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586954
17483836,302,ENG - Shallow Excavations,2,304,"Wet, Ground Water Near the Surface (75 - 180cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586955
17483836,302,ENG - Shallow Excavations,3,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.084,Unstable excavation walls,0.084,Unstable excavation walls,1,Unstable excavation walls,0,0,0,1553586956
17483836,302,ENG - Shallow Excavations,4,23660,Dust PM10 and PM2.5 Generation,1,0.051,Dusty,0.051,Dusty,0.051,Dusty,0.051,Dusty,0,0,0,1553586957
17483836,302,ENG - Shallow Excavations,5,336,"Clayey 50 to 180cm (20 to 72"")",1,0,Not too clayey,0.005,Too clayey,0.005,Too clayey,0.125,Too clayey,0,0,0,1553586958
17483836,395,ENG - Small Commercial Buildings,0,395,ENG - Small Commercial Buildings,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586959
17483836,395,ENG - Small Commercial Buildings,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586960
17483836,395,ENG - Small Commercial Buildings,2,343,"Wet, Ground Water Near the Surface (45 -75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586961
17483836,395,ENG - Small Commercial Buildings,3,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,1553586962
17483836,23656,ENG - Unpaved Local Roads and Streets,0,23656,ENG - Unpaved Local Roads and Streets,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586963
17483836,23656,ENG - Unpaved Local Roads and Streets,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586964
17483836,23656,ENG - Unpaved Local Roads and Streets,2,401,"Wet, Ground Water Near the Surface (30 - 75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553586965
17483836,23656,ENG - Unpaved Local Roads and Streets,3,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,1553586966
17483836,23656,ENG - Unpaved Local Roads and Streets,4,399,Potential Frost Action > Low,1,1,Frost action,1,Frost action,1,Frost action,1,Frost action,0,0,0,1553586967
17483836,23656,ENG - Unpaved Local Roads and Streets,5,400,"Strength (AASHTO Group Index Thickest Layer 10 to 40"")",1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,1553586968
17483836,57992,Farm and Garden Composting Facility - Surface,0,57992,Farm and Garden Composting Facility - Surface,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553586969
17483836,57992,Farm and Garden Composting Facility - Surface,1,20467,"Soil Strength (AASHTO Group Index, 0-50cm)",1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,1553586970
17483836,57992,Farm and Garden Composting Facility - Surface,2,57993,Depth to Saturation (50-100cm),1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553586971
17483836,57992,Farm and Garden Composting Facility - Surface,3,310,Ponding Limitation,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586972
17483836,57992,Farm and Garden Composting Facility - Surface,4,20487,Precipitation,1,0.014,Low precipitation,0.053,Low precipitation,0.053,Low precipitation,0.088,Low precipitation,0,0,0,1553586973
17483836,351,FOR - Construction Limitations for Haul Roads/Log Landings,0,351,FOR - Construction Limitations for Haul Roads/Log Landings,0,0.5,Moderate,0.5,Moderate,0.5,Moderate,0.5,Moderate,1,1,0,1553586974
17483836,351,FOR - Construction Limitations for Haul Roads/Log Landings,1,531,Strength Limitation (1),1,0.5,Low strength,0.5,Low strength,0.5,Low strength,0.5,Low strength,1,1,0,1553586975
17483836,351,FOR - Construction Limitations for Haul Roads/Log Landings,2,23660,Dust PM10 and PM2.5 Generation,1,0.051,Dusty,0.051,Dusty,0.051,Dusty,0.051,Dusty,0,0,0,1553586976
17483836,670,FOR - Hand Planting Suitability,0,670,FOR - Hand Planting Suitability,0,0.5,Moderately suited,0.5,Moderately suited,0.5,Moderately suited,0.75,Poorly suited,0,0,0,1553586977
17483836,670,FOR - Hand Planting Suitability,1,25121,"Stickiness Limitation (4), Revised",1,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0.75,Stickiness; high plasticity index,0,0,0,1553586978
17483836,559,FOR - Harvest Equipment Operability,0,559,FOR - Harvest Equipment Operability,0,0.5,Moderately suited,0.5,Moderately suited,0.5,Moderately suited,0.5,Moderately suited,1,1,0,1553586979
17483836,559,FOR - Harvest Equipment Operability,1,329,Strength Limitation (2),1,0.5,Low strength,0.5,Low strength,0.5,Low strength,0.5,Low strength,1,1,0,1553586980
17483836,559,FOR - Harvest Equipment Operability,2,23660,Dust PM10 and PM2.5 Generation,1,0.051,Dusty,0.051,Dusty,0.051,Dusty,0.051,Dusty,0,0,0,1553586981
17483836,348,FOR - Log Landing Suitability,0,348,FOR - Log Landing Suitability,0,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,1,0,1553586982
17483836,348,FOR - Log Landing Suitability,1,310,Ponding Limitation,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586983
17483836,348,FOR - Log Landing Suitability,2,335,Wetness Limitation (1),1,0.5,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553586984
17483836,348,FOR - Log Landing Suitability,3,329,Strength Limitation (2),1,0.5,Low strength,0.5,Low strength,0.5,Low strength,0.5,Low strength,1,1,0,1553586985
17483836,348,FOR - Log Landing Suitability,4,23660,Dust PM10 and PM2.5 Generation,1,0.051,Dusty,0.051,Dusty,0.051,Dusty,0.051,Dusty,0,0,0,1553586986
17483836,63742,FOR - Mechanical Planting Suitability,0,63742,FOR - Mechanical Planting Suitability,0,0.358,Moderately suited,0.58,Poorly suited,0.58,Poorly suited,0.75,Poorly suited,0,0,0,1553586987
17483836,63742,FOR - Mechanical Planting Suitability,1,61437,Stickiness Limitation (4) (Updated),1,0.358,Stickiness; high plasticity index,0.58,Stickiness; high plasticity index,0.58,Stickiness; high plasticity index,0.75,Stickiness; high plasticity index,0,0,0,1553586988
17483836,63743,FOR - Mechanical Site Preparation (Deep),0,63743,FOR - Mechanical Site Preparation (Deep),0,0,Well suited,0,Well suited,0,Well suited,0,Well suited,0,0,0,1553586989
17483836,63744,FOR - Mechanical Site Preparation (Surface),0,63744,FOR - Mechanical Site Preparation (Surface),0,0,Well suited,0.086,Moderately suited,0.086,Moderately suited,0.329,Moderately suited,0,0,0,1553586990
17483836,63744,FOR - Mechanical Site Preparation (Surface),1,61460,"Stickiness Limitation (3), Revised (Updated)",1,0,Stickiness,0.086,Stickiness; high plasticity index,0.086,Stickiness; high plasticity index,0.329,Stickiness; high plasticity index,0,0,0,1553586991
17483836,63745,FOR - Potential Erosion Hazard (Off-Road/Off-Trail),0,63745,FOR - Potential Erosion Hazard (Off-Road/Off-Trail),0,0,Slight,0,Slight,0,Slight,0,Slight,0,0,0,1553586992
17483836,330,FOR - Potential Erosion Hazard (Road/Trail),0,330,FOR - Potential Erosion Hazard (Road/Trail),0,0,Slight,0,Slight,0,Slight,0,Slight,0,0,0,1553586993
17483836,10458,FOR - Potential Fire Damage Hazard,0,10458,FOR - Potential Fire Damage Hazard,0,0,Low,0,Low,0,Low,0,Low,0,0,0,1553586994
17483836,10599,FOR - Potential Seedling Mortality,0,10599,FOR - Potential Seedling Mortality,0,0,Low,1,High,1,High,1,High,0,1,0,1553586995
17483836,10599,FOR - Potential Seedling Mortality,1,10536,Wetness Limitation (7),1,0,Wetness,1,Wetness,1,Wetness,1,Wetness,0,1,0,1553586996
17483836,297,FOR - Road Suitability (Natural Surface),0,297,FOR - Road Suitability (Natural Surface),0,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,1,0,1553586997
17483836,297,FOR - Road Suitability (Natural Surface),1,310,Ponding Limitation,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553586998
17483836,297,FOR - Road Suitability (Natural Surface),2,335,Wetness Limitation (1),1,0.5,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553586999
17483836,297,FOR - Road Suitability (Natural Surface),3,329,Strength Limitation (2),1,0.5,Low strength,0.5,Low strength,0.5,Low strength,0.5,Low strength,1,1,0,1553587000
17483836,297,FOR - Road Suitability (Natural Surface),4,23660,Dust PM10 and PM2.5 Generation,1,0.051,Dusty,0.051,Dusty,0.051,Dusty,0.051,Dusty,0,0,0,1553587001
17483836,281,FOR - Soil Rutting Hazard,0,281,FOR - Soil Rutting Hazard,0,1,Severe,1,Severe,1,Severe,1,Severe,0,1,0,1553587002
17483836,281,FOR - Soil Rutting Hazard,1,640,Strength Limitation (3),1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,1,0,1553587003
17483836,63746,FOR - Windthrow Hazard,0,63746,FOR - Windthrow Hazard,0,0.3,Moderate,0.3,Moderate,0.3,Moderate,0.3,Moderate,0,0,0,1553587004
17483836,63746,FOR - Windthrow Hazard,1,61448,Windthrow Water Table (Updated),1,1,Water table depth,1,Water table depth,1,Water table depth,1,Water table depth,0,0,0,1553587005
17483836,63746,FOR - Windthrow Hazard,2,63738,Windthrow Hillslope Rating,1,0.3,Hillslope position,0.3,Hillslope position,0.3,Hillslope position,0.3,Hillslope position,0,0,0,1553587006
17483836,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),0,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),0,0,Poorly suited,0,Poorly suited,0,Poorly suited,0,Poorly suited,0,0,0,1553587007
17483836,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),1,56158,"USFS Region 4, Native Surface Roads - Slope and AASHTO GI",1,0,Soil strength,0,Soil strength,0,Soil strength,0,Soil strength,0,0,0,1553587008
17483836,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),2,56154,"USFS Region 4, Native Surface Roads - Slope and LEP",1,0,Shrink-swell,0,Shrink-swell,0,Shrink-swell,0,Shrink-swell,0,0,0,1553587009
17483836,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),3,51818,"USFS Region 4, Native Surface Roads - Ponding and Flooding",1,0,Ponding or flooding,0,Ponding or flooding,0,Ponding or flooding,0,Ponding or flooding,0,0,0,1553587010
17483836,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),4,58535,"USFS Region 4, Native Surface Roads - Water Table v2",1,0,Depth to water table,0,Depth to water table,0,Depth to water table,0,Depth to water table,0,0,0,1553587011
17483836,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),5,48699,"USFS Region 4, Native Surface Roads - Slope",1,0,Slope gradient,0,Slope gradient,0,Slope gradient,1,Slope gradient,0,0,0,1553587012
17483836,54580,Fragile Soil Index,0,54580,Fragile Soil Index,0,0.264,Moderately fragile,0.266,Moderately fragile,0.266,Moderately fragile,0.271,Moderately fragile,0,0,0,1553587013
17483836,54580,Fragile Soil Index,1,54581,Vegetative Cover,1,0.92,Low vegetative cover,0.92,Low vegetative cover,0.92,Low vegetative cover,0.92,Low vegetative cover,0,0,0,1553587014
17483836,54580,Fragile Soil Index,2,54639,Structure Index of Surface,1,0.75,Weakly structured,0.75,Weakly structured,0.75,Weakly structured,0.75,Weakly structured,0,0,0,1553587015
17483836,54580,Fragile Soil Index,3,54579,Organic Matter in surface Layer,1,0.051,High organic matter,0.051,High organic matter,0.051,High organic matter,0.051,High organic matter,0,0,0,1553587016
17483836,54580,Fragile Soil Index,4,54638,Slope full range,1,0,Nearly level,0.009,Nearly level,0.009,Nearly level,0.036,Nearly level,0,0,0,1553587017
17483836,825,"GRL - Fencing, Post Depth =<24 inches",0,825,"GRL - Fencing, Post Depth =<24 inches",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,1,1,0,1553587018
17483836,825,"GRL - Fencing, Post Depth =<24 inches",1,855,GRL-Shrink-Swell of Thickest Layer Within 0-24 inches),1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,1553587019
17483836,825,"GRL - Fencing, Post Depth =<24 inches",2,10032,GRL-Depth to Water Table <24 inches,1,1,<24 inches to water table,1,<24 inches to water table,1,<24 inches to water table,1,<24 inches to water table,0,0,0,1553587020
17483836,825,"GRL - Fencing, Post Depth =<24 inches",3,826,"GRL-Too Clayey, 0-24 inches",1,0.726,18 to 45% Clay,0.901,18 to 45% Clay,0.901,18 to 45% Clay,1,> 45% Clay,0,0,0,1553587021
17483836,825,"GRL - Fencing, Post Depth =<24 inches",4,857,GRL-Potential Frost Action = High,1,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0,0,0,1553587022
17483836,883,"GRL - Fencing, Post Depth =<36 inches",0,883,"GRL - Fencing, Post Depth =<36 inches",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,1,1,0,1553587023
17483836,883,"GRL - Fencing, Post Depth =<36 inches",1,878,"GRL-Shrink-Swell of Thickest Layer, 0-36 inches",1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,1553587024
17483836,883,"GRL - Fencing, Post Depth =<36 inches",2,10033,GRL-Depth to Water Table <36 inches,1,1,<36 inches to water table,1,<36 inches to water table,1,<36 inches to water table,1,<36 inches to water table,0,0,0,1553587025
17483836,883,"GRL - Fencing, Post Depth =<36 inches",3,877,"GRL-Too Clayey, 0-36 inches",1,0.726,18 to 45% Clay,0.956,18 to 45% Clay,0.956,18 to 45% Clay,1,>45% Clay,0,0,0,1553587026
17483836,883,"GRL - Fencing, Post Depth =<36 inches",4,857,GRL-Potential Frost Action = High,1,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0,0,0,1553587027
17483836,26588,Ground Penetrating Radar Penetration,0,26588,Ground Penetrating Radar Penetration,0,0.5,Moderate penetration,0.667,Low penetration,0.667,Low penetration,0.667,Low penetration,0,0,0,1553587028
17483836,26588,Ground Penetrating Radar Penetration,1,26595,"GPR - Attenuation Due to Clay, Water, and Exchangeable Ions",1,0.5,"Attenuation due to clay, water, and exchangeable ions",0.667,"Attenuation due to clay, water, and exchangeable ions",0.667,"Attenuation due to clay, water, and exchangeable ions",0.667,"Attenuation due to clay, water, and exchangeable ions",0,0,0,1553587029
17483836,25190,MIL - Bivouac Areas (DOD),0,25190,MIL - Bivouac Areas (DOD),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553587030
17483836,25190,MIL - Bivouac Areas (DOD),1,22164,Ponding Duration All,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553587031
